title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
Creed,7.413,6949,Released,2015-11-25,173567581,133,False,37000000,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Your legacy is more than a name,"Action, Drama","Metro-Goldwyn-Mayer, New Line Cinema, Chartoff-Winkler Productions, Warner Bros. Pictures",United States of America,"English, Spanish","underdog, mexico, sports, mentor, trainer, cancer, spin off, underground fighting, boxing trainer, motivational speaker, boxing, legacy, boxing manager, boxing champion, famous brand, famous actor",180
Creed II,7.015,5007,Released,2018-11-21,214215889,130,False,50000000,en,Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",There's More to Lose than a Title,"Drama, Action","Metro-Goldwyn-Mayer, New Line Cinema, Chartoff-Winkler Productions",United States of America,"English, Russian","sports, rivalry, sequel, los angeles, california, boxing, dedicated, box ring, ukraine",181
Crimson Peak,6.641,4655,Released,2015-10-13,74679822,119,False,55000000,en,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",Love makes monsters of us all.,"Horror, Romance","Double Dare You Productions, Legendary Pictures, Universal Pictures",United States of America,English,"psychopath, poison, haunted house, mining, murder, gothic, incest, ghost, old mansion, brutal murder",182
Cruella,8.055,8507,Released,2021-05-26,233503234,134,False,200000000,en,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",Hello Cruel World,"Comedy, Crime","Walt Disney Pictures, Gunn Films, Marc Platt Productions","United Kingdom, United States of America","English, French","1970s, anti hero, villain, punk rock, fashion designer, fashion, origin story, live action remake",183
Cube,6.796,4336,Released,1997-09-09,8969065,90,False,350000,en,Cube,"A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they don't wind up dead first.",Don't look for a reason... Look for a way out.,"Thriller, Science Fiction, Mystery","Cube Libre, Feature Film Project, Harold Greenberg Fund, Odeon Films, Ontario Film Development Corporation, Téléfilm Canada, Viacom Canada",Canada,"German, English","escape, entrapment, riddle, autism, mathematics, claustrophobia, maze, prime number, psychology, trapdoor, gore, trap, murder, labyrinth, survival horror, numbers, cube, mechanical, industrial",184
Dallas Buyers Club,7.932,8004,Released,2013-11-01,55736588,117,False,5000000,en,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Sometimes it takes a hustler to change the world,"Drama, History","Truth Entertainment, Voltage Pictures, CE, Evolution Independent, R² Films, Rainmaker Films, Focus Features",United States of America,"English, Japanese","aids, homophobia, rodeo, texas, biography, dallas texas, based on true story, hiv, drugs, lgbt, treatment, 1980s, trans woman",185
Daredevil,5.251,4718,Released,2003-02-14,179179718,103,False,78000000,en,Daredevil,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,"When the streets have gone to Hell, have faith in the devil.","Fantasy, Action","Marvel Enterprises, New Regency Pictures, Epsilon Motion Pictures, Regency Enterprises, 20th Century Fox",United States of America,"English, Italian, Greek","blindness and impaired vision, narration, superhero, based on comic, daredevil, hazardous waste, mob hit, duringcreditsstinger",186
Dark Phoenix,5.994,5941,Released,2019-06-05,252442974,114,False,200000000,en,Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",The Phoenix will rise.,"Fantasy, Science Fiction, Action, Adventure","The Donners' Company, Genre Films, Hutch Parker Entertainment, 20th Century Fox",United States of America,"English, Portuguese, Russian","superhero, mutant, telekinesis, based on comic, superhero team, 1990s, cosmic",187
Dark Shadows,6.044,6754,Released,2012-05-09,245527149,113,False,150000000,en,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,Every Family Has Its Demons,"Comedy, Fantasy","Tim Burton Productions, Infinitum Nihil, GK Films, Village Roadshow Pictures, Dan Curtis Productions, Warner Bros. Pictures, The Zanuck Company",United States of America,English,"witch, vampire, imprisonment, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion",188
Darkest Hour,7.35,4761,Released,2017-11-22,150847207,125,False,30000000,en,Darkest Hour,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",Never never never surrender,"Drama, History","Perfect World Pictures, Working Title Films, Focus Features","United Kingdom, United States of America",English,"world war ii, biography, based on true story, london underground, british politics, british prime minister, british history, dunkirk, 1940s, winston churchill",189
Dawn of the Planet of the Apes,7.306,10321,Released,2014-06-26,710644566,130,False,170000000,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",One last chance for peace.,"Science Fiction, Action, Drama, Thriller","TSG Entertainment, Chernin Entertainment, Ingenious Media",United States of America,English,"dystopia, post-apocalyptic future, animal attack, leader, colony, forest, sequel, woods, ape, scientist, monkey, medical research, plague, 2030s",190
Dead Poets Society,8.312,10311,Released,1989-06-02,235860116,128,False,16400000,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",He was their inspiration. He made their lives extraordinary.,Drama,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions",United States of America,"English, Latin","individual, friendship, philosophy, poetry, literature, professor, coming of age, teacher, school play, vermont, schoolteacher, preparatory school, 1950s, teenager",191
Deadpool,7.606,28894,Released,2016-02-09,783100000,108,False,58000000,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Witness the beginning of a happy ending.,"Action, Adventure, Comedy","20th Century Fox, The Donners' Company, Genre Films",United States of America,English,"superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger",192
Deadpool 2,7.492,16324,Released,2018-05-10,785896609,120,False,110000000,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,Prepare for the Second Coming.,"Action, Comedy, Adventure","Maximum Effort, Genre Films, 20th Century Fox",United States of America,"Cantonese, English, Russian, Spanish","hero, superhero, mutant, mercenary, based on comic, sequel, aftercreditsstinger, duringcreditsstinger",193
